Sent,Nc-type,Nc-token,sentPrev,sentNC,sentPost,Source
11,lingua galego,lingua galega,"A Escola Galega de Administración Pública, EGAP, convoca o Concurso de literatura infantil e xuvenil do Día das Letras Galegas, orientado aos nenos e nenas galegos con idades comprendidas nestas dúas categorías: de 9 a 11 anos e de 12 a 14 anos.","Os contos deberán redactarse en lingua galega e a súa temática será libre, á elección das persoas participantes.","Os textos deberán ser presentados en folios A4, mecanografados por unha soa cara, a un espazo e medio, con formato de fonte Times New Roman, tamaño 12 e cunha extensión mínima dun folio e máxima de cinco.",gl_cc-100
12,lingua galego,lingua galega,A historia real chegou ao feito de que o Papa León XIII publicou unha bula na que confirmaba que os restos eran do Apóstolo e dende ese momento incrementáronse moitísimo as peregrinacións a Santiago.,"Pois nada, ante as novas estupideces da Xunta actual con respecto á lingua galega , houbo que concentrarse de novo para plantarlles cara, nas principais cidades e vilas galegas.","Eu fun á da Coruña, na Praza de Pontevedra, un luns ás 8 da tarde, e aínda había xente, varios centos, polo que escoitei das máis numerosas.",gl_cc-100
13,lingua galego,lingua galega,"Dentro deste número hai un poema de Xaquín Trevelez, escrito en Xirona no ano 1990 que se titula ""A doente ferida da alma"".","Trátase dun poema de carácter reivindicativo, que fala sobre a perda da lingua galega e fai ver que hai que loitar por ela e pola cultura galega.","Critica o sistema actual, no cal a poesía é desprezada.",gl_cc-100
14,lingua galego,lingua galega,"Os relatos, orixinais e inéditos, poderán ter un máximo de 1 folio .","Os traballos poden estar escritos en lingua galega, castelán, francés ou inglés.",O prazo de admisión rematará o 21 de novembro,gl_cc-100
15,lingua galego,lingua galega,"Pontevedra-Vigo (MORRAZO-TRIBUNA).-A portavoz de cultura do BNG, Ana Pontón, considera que as declaracións desta tarde do director de AGADIC no Parlamento Galego “demostran que na Xunta de Galiza hai unha guerra polo control das competencias do sector audiovisual”.",O director de AGADIC comparecía esta tarde na Comisión de Cultura do Parlamento Galego para responder a unha pregunta do BNG sobre os criterios de reparto dos fondos que o Ministerio de Cultura transfire á Xunta de Galiza para o apoio á produción audiovisual en lingua galega.,"Ana Pontón subliñou que “para o BNG as competencias do sector audiovisual da Xunta de Galiza deben estar na Consellaría de Cultura, e en concreto na AGADIC, xa que é o modelo máis efectivo e a estrutura que se segue en países cun cinema importante, como Alemaña, Franza ou os Estados Unidos, onde o audiovisual considérase cultura”.",gl_cc-100
16,lingua galego,lingua galega,"O seu afán lévalle ata a anular o decreto sobre o galego do goberno presidido por Manuel Fraga e do que, mira ti que cousas, él era membro.",Ese decreto sobre a lingua galega estaba aceptado por todos.,Por qué se empeñan algúns en complicar as cousas.,gl_cc-100
17,lingua galego,lingua galega,O conxunto de actividades desenvolvidas nos últimos anos articúlanse basicamente en torno ás directrices recollidas pola Lei de Normalización Lingüística concretada posteriormente nunha ampla codificación legal.,"Así, dunha ausencia absoluta do galego na historia do ensino, pasamos a unha presencia progresiva, aínda que insuficiente, da lingua galega na escola.",Centráronse as primeiras medidas adoptadas na obrigatoriedade do ensino da lingua e a literatura galega en tódolos niveis educativos non universitarios.,gl_cc-100
18,lingua galego,lingua galega,"O portavoz de Queremos Galego lembrou tamén como sancións semellantes foron impostas a outros colectivos por feitos idénticos nas mesmas datas, en referencia á multa imposta á plataforma polo dereito a decidir das mulleres, “utilizando as institucións contra todos os colectivos sociais que se manifestaban contra as súas políticas”.",Por último Maceira defendeu a necesidade de defendermos a lingua galega como elemento de unión e para garantir a convivencia en condicións de igualdade dentro do pobo galego e nas relacións con outros pobos.,"Esta entrada foi publicada en Mobilizacións, Novas, Queremos Galego por Queremos Galego.",gl_cc-100
19,lingua galego,lingua galega,"Ao tempo asegurou que ""a política lingüística da Xunta non ten ningunha diferencia co pasado"", explicando que o único novidoso até o de agora foi a enquisa realizada en materia de educación e un novo decreto que, adiantou, ""estará listo a finais de ano"".","O conselleiro de Cultura subliñou que a intención do Goberno é ""dar prioridade e protexer"" a lingua galega en todas as súas manifestacións, se ben matizou que non se fará ""unha política de carácter dirixista"" nin se ""imporá absolutamente nada"".","Varela destacou que a promoción do galego ""formará parte fundamental"" da política da Xunta e asegurou que ""ningún creador"" será excluído por razóns de lingua, ""nin por falar en galego nin por empregar o español"".",gl_cc-100
20,lingua galego,lingua galega,Este enfrontamento entre campesinos e vilegos tivo consecuencias nefastas ata os nosos días.,Comenza a penetración das clases foráneas e a imposición do castelán e sumisión da lingua galega.,"Referencia ao Marqués de Esenada, daquelas, aínda había unha organización do campesiñado.",gl_cc-100
1,lume lento,lume lento,"No ranking da revista Rolling Stone dos mellores albums dos noventa, este album atópase entre os cen destacados da década.","Na xira de abril e maio de 2015 comprobouse que o libro de Luna segue sendo o mesmo: o que empezou a escribir Wareham tras a disolución da súa anterior banda, Galaxie 500, e co que se dedicou, a través de sete discos de estudio e un en directo -entre 1992 e 2005-, a levar a terreos con máis pulsacións e máis afilados as cancións elípticas e envolventes da súa citada banda previa, esas nas que Wareham aportaba unha voz de tenor planeadora e texturas de guitarra a lume lento.","O concerto de Luna en Ferrol estará precedido polo valenciano Ramirez Exposure, unha das revelacións da música peninsular dos últimos anos.",gl_cc-100
2,lume lento,lume lento,"Xa que estamos a piques de celebrar o Samaín, que non ""jalogüen"" que proven do Saman irlandés, pero esa é outra historia, imos a usar a cabaza; pero non para facerlle uns buratos e poñer un unha vela dentro, se non para comela.",Engadimos o caldo de verduras e deixamos facer a lume lento entre 25 e 30 minutos.,Debe de quedar unha crema suave e sedosa.,gl_cc-100
3,lume lento,lume lento,"Se o foco de calor esta moi preto da empanada, pode ser que se queime, para previlo, é conveniente tapala con papel de aluminio.","Bótase o caldo sobre o pan e déixase dourar ao forno ou a lume lento uns 5 minutos, ata que se consuma o auga.","Permitida a reprodución, sen fins comerciais ou lucrativos, citando a fonte de procedencia: botillos.com",gl_cc-100
4,lume lento,lume lento,Esta é unha desas receitas que está máis rica ao día seguinte de cociñala.,"É unha receita clásica de elaboración moi sinxela, con poucos ingredientes e o único truco que ten é cociñala a lume lento.","1 kg de chocos limpos e en anacos, dúas cebolas medianas, catro pementos do ""piquillo"", catro culleres de tomate natural triturado ( ou un tomate mediano), un dente de allo, un vaso grande de viño branco, auga, aceite de oliva virxe extra, sal.",gl_cc-100
5,lume lento,lume lento,"Póñense nunha pota un pouco de manteiga, o allo porro e as chalotas picadas finas.","Déixanse dourar, flambease con 1/2 vaso de viño e engádeselle a nata líquida, déixase reducir durante cinco minutos a lume lento.","Engádeselle as trufas cortadas en láminas, o caldo das trufas e o caldo que sobro dos mexillóns.",gl_cc-100
6,lume lento,lume lento,ASÍ SE FIXO...,"A lume lento, como todo o saboroso.","Como as receitas das nosos/as avós/oas, cargadas de historias, de grandes xuntanzas en torno a unha mesa, de tradición.",gl_cc-100
7,lume lento,lume lento,"Fálame da recente morte de seu pai, case nonaxenario, despois dunha agonía de varios anos.","Por moi esperada que sexa, unha morte cociñada a lume lento deixa marcas, e o relato de M. ponas ao descuberto con claridade máis que meridiana.",Dicir que me emocionou sería demasiado convencional.,gl_cc-100
8,lume lento,lume lento,"Se algo lle teño que reprochar a Trump, neste aspecto concreto, é que lle da a oportunidade ao resto do neoliberalismo mundial de distinguirse, de separarse de tal concepción maligna do planeta.","Ven moi ben un Trump, un tipo zafio co peito enchido de ignorancia ambiental e climática, un analfabeto científico, basicamente, cociñado a lume lento na súa ideoloxía extremista.","En comparación con el, todos os demais parecen ecoloxistas radicais, desde Clinton e Obama a, incluso, Mariano Rajoy e o seu curmán!",gl_cc-100
9,lume lento,lume lento,O Peñasco: Un clásico da zona.,Cociña baseada no produto e na cociña tradicional e de lume lento.,Destacan as súas caldeiradas de peixes e verduras e a súa cociña temática.,gl_cc-100
10,lume lento,lume lento,"Engadir a mestura do caldo coa cebola, o allo e o líquido da coción dos feixóns.",Tapar o cazo e cocer a lume lento durante 10-15 minutos.,Podes engadir os feixóns antes de que se consuma o caldo.,gl_cc-100
11,lume lento,lume lento,Os almidóns que conteñen descompóñense ao longo do proceso de dixestión -importante papel das enzimas dixestivas contidas na cavidade bucal- proporcionando un subministro constante de enerxía.,Dúas formas básicas de cociñalos é a lume lento e ao “método risotto“.,Unha opción máis axeitada de consumo é o xerminado.,gl_cc-100
12,lume lento,lume lento,Engadir auga ata cubrir.,Deixar cocer a lume lento durante 30m,"engadir o viño, especias e o zume limón",gl_cc-100
13,lume lento,lume lento,Hai que chamar a todos os veciños para que abran a boca e podedes comer como bos cidadáns que sodes a comida máis rica do mundo.,Poñemos as agullas nunha pota de auga a ferver a lume lento máis ou menos uns dez minutos.,"Cando estea listo engadímoslle unhas follas de outono, preferiblemente do mes de novembro e teñen que ser recen caídas das árbores.",gl_cc-100
14,lume lento,lume lento,"Con Manolo Rei (Miguel Borines) presidindo o xantar rodeado das súas fillas (Victoria Teijeiro, Marián Bañobre e Teté García) e xenros (Xosé Manuel Esperante e Victor Mosqueira) o texto axiña comezou a cobrar vida e as aspiracións e sentimentos dos personaxes a facerse notar.","Un primeiro achegamento no que se deixou sentir toda a tensión dramática deste proxecto que, coma as intrigas e vinganzas, cocíñase a lume lento.","Con este encontro, ao que tamén asistiu Diego Seixo – encargado da imaxe gráfica da compañía e autor das fotografías que acompañan estas liñas -, arrancamos un proceso que continuará a partir de xaneiro cos ensaios da montaxe en Catoira e Vigo.",gl_cc-100
15,lume lento,lume lento,"Amplíase e enriquécese o catálogo da serie poética Tambo, que dirixe en Faktoría K o escritor Luís Rei, ao incorporar un libro tan innovador e escintilante como o que subscribe a poeta Lucía Novas.","Cervatos, inevitable e felizmente, dialoga con Neve, o seu título anterior publicado hai xa oito anos, no que xa salientaba un uso recorrente e consciente das enumeracións léxicas e a vontade explícita de focalizar a atención na dimensión semántica e simbólica da palabra, constituída e reconstituída a lume lento e agora espida e depurada case ata a extenuación.","A poesía de Novas revístese sempre dun significado impresivo que cómpre, libremente, codificar desde as fronteiras dunha linguaxe que, como en María Mariño, se dinamitan.",gl_cc-100
